velikost	forma	ico	nazev	obor_podnikani	status	platce_dph	rok_vzniku	obec	psc	statutari	nace_kody	okres	datum_vzniku
neuv.	s.r.o.	26154382	Abiba,s.r.o.	Nespecializovaný maloobchod; Činnosti v oblasti filmů, videozáznamů a televizních pořadů, pořizování zvukových nahrávek a hudební vydavatelské činnosti; Počítačové programování, poradenství a související činnosti; Poradenství v oblasti podnikání a řízení podniků	aktivní	ne	2000	Jablonec nad Nisou	46601	Hynek Svobodný	471;59;620;702	Jablonec nad Nisou	2000-02-10
neuv.	s.r.o.	25497529	D.I.E.C. s.r.o.	Výstavba bytových a nebytových budov; Truhlářské práce; Vydávání knih, novin a ostatní vydavatelské činnosti, kromě vydávání softwaru; Architektonické a inženýrské činnosti a související technické poradenství; Reklamní činnosti; Ostatní odborné, vědecké a technické činnosti; Překladatelské a tlumočnické činnosti	aktivní	ano	2004	Jablonec nad Nisou	46601	Jiří Dvořák; Zdeňka Mrlinová	4120;43320;581;711;731;74;74300	Jablonec nad Nisou	2004-11-01
neuv.	s.r.o.	25492039	ŠIKOLA GLASS s.r.o.	Výroba bižuterie a příbuzných výrobků; Maloobchod s hrami a hračkami; Ostatní ubytování; Ostatní odborné, vědecké a technické činnosti	aktivní	ne	2004	Jablonec nad Nisou	46601	Mykola Breslavskyi	32130;47640;55909;74	Jablonec nad Nisou	2004-07-24
neuv.	s.r.o.	25484087	Plastrik s.r.o., v likvidaci	Rozmnožování nahraných nosičů; Poradenství v oblasti podnikání a řízení podniků; Ostatní odborné, vědecké a technické činnosti	aktivní	ne	2004	Jablonec nad Nisou	46601	René Čedík	18200;702;74	Jablonec nad Nisou	2004-02-25
neuv.	s.r.o.	25468553	KMI s.r.o.	Výroba elektřiny z neobnovitelných zdrojů; Zprostředkování v oblasti velkoobchodu za provizi; Zprostředkování v oblasti maloobchodu; Poradenství v oblasti podnikání a řízení podniků; Výzkum a vývoj v oblasti společenských a humanitních věd; Ostatní vzdělávání	aktivní	ano	2003	Jablonec nad Nisou	46601	Radek Dvořák; Přemysl Chlád; Petr Brabec	35110;461;47990;702;72200;855	Jablonec nad Nisou	2003-05-21
neuv.	s.r.o.	25468545	LIRA2003, s.r.o.	Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Maloobchod s ostatním novým zbožím; Ostatní odborné, vědecké a technické činnosti; Ostatní vzdělávání	aktivní	ne	2003	Jablonec nad Nisou	46601	Jiří Bém	461;46900;4778;74;855	Jablonec nad Nisou	2003-05-19
neuv.	s.r.o.	25466941	AFCZ s.r.o.	Živočišná výroba; Výroba a hutní zpracování hliníku; Odlévání kovů; Výroba nožířských výrobků; Výroba ostatních strojů pro speciální účely j. n.	aktivní	ano	2003	Jablonec nad Nisou	46801	Petr Zajíc	014;24420;245;25610;28990	Jablonec nad Nisou	2003-04-07
neuv.	s.r.o.	25454285	Národní developerská společnost s.r.o.	Výstavba bytových a nebytových budov; Demolice a příprava staveniště; Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Zprostředkování v oblasti nemovitostí; Architektonické činnosti; Inženýrské činnosti a související technické poradenství; Ostatní odborné, vědecké a technické činnosti j. n.; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost; Ostatní vzdělávání j. n.	aktivní	ano	2002	Jablonec nad Nisou	46604	Miroslav Janovský	4120;431;461;46900;471;68310;71110;7112;7490;77290;8559	Jablonec nad Nisou	2002-11-07
neuv.	s.r.o.	25454234	POWERCOM.cz s.r.o.	Elektrické instalace; Maloobchod s ostatním novým zbožím; Počítačové programování, poradenství a související činnosti; Technické zkoušky a analýzy	aktivní	ne	2002	Jablonec nad Nisou	46604	František Žemlička	43210;4778;620;7120	Jablonec nad Nisou	2002-10-23
neuv.	s.r.o.	25452746	PROALKO, s.r.o. v likvidaci	Velkoobchod; Maloobchod s tabákovými výrobky; Maloobchod s ostatním novým zbožím	aktivní	ne	2002	Jablonec nad Nisou	46601	Jiří Benda; Michal Duštíra	46;47260;4778	Jablonec nad Nisou	2002-09-13
neuv.	s.r.o.	25450956	ROCHA´S, s.r.o.	Velkoobchod; Nespecializovaný maloobchod	aktivní	ne	2002	Jablonec nad Nisou	46601	Helena Zajícová	46;471	Jablonec nad Nisou	2002-07-09
neuv.	s.r.o.	25446525	map - projektová činnost CZ, s.r.o.	Maloobchod; Velkoobchod; Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Činnosti reklamních agentur; Architektonické činnosti; Pronájem a správa vlastních nebo pronajatých nemovitostí	aktivní	ne	2002	Jablonec nad Nisou	46601	Mirko Adomeit	47;46;00;73110;71110;6820	Jablonec nad Nisou	2002-04-23
neuv.	s.r.o.	25441574	e-Group CZ, s.r.o.	Zprostředkování v oblasti velkoobchodu za provizi; Maloobchod s ostatním novým zbožím; Počítačové programování, poradenství a související činnosti; Poskytování počítačové infrastruktury, zpracování dat, hosting a ostatní informační činnosti	aktivní	ne	2002	Jablonec nad Nisou	46605	Petr Havelka	461;4778;620;63	Jablonec nad Nisou	2002-01-21
neuv.	s.r.o.	25434985	Intech Bohemia, s.r.o.	Výroba počítačů a periferních zařízení; Zprostředkování v oblasti velkoobchodu za provizi; Maloobchod; Počítačové programování, poradenství a související činnosti	aktivní	ano	2001	Jablonec nad Nisou	46601	Jiří Šálek; Jan Caldr	26200;461;47;620	Jablonec nad Nisou	2001-10-02
neuv.	s.r.o.	25428781	A G O R A  C Z, s.r.o.	Výroba bytového textilu a konfekčních bytových textilií	aktivní	ne	2001	Jablonec nad Nisou	46605	Robert Sedlář	13920	Jablonec nad Nisou	2001-04-11
neuv.	s.r.o.	25425145	LIKANA, s.r.o.	Výroba kovových výrobků, kromě strojů a zařízení; Nespecializovaný velkoobchod; Maloobchod	aktivní	ano	2000	Jablonec nad Nisou	46601	Otakar Havel; Jan Havel	25730;46900;47	Jablonec nad Nisou	2000-12-22
neuv.	s.r.o.	25421646	ZEBRA trade s.r.o.	Nespecializovaný maloobchod; Ostatní odborné, vědecké a technické činnosti	aktivní	ano	2000	Jablonec nad Nisou	46604	Vladimír Plátek	471;74	Jablonec nad Nisou	2000-10-09
neuv.	s.r.o.	25419188	JS INTERMEX s.r.o.	Nespecializovaný maloobchod; Ostatní odborné, vědecké a technické činnosti	aktivní	ano	2000	Jablonec nad Nisou	46601	Jiří Strnad	471;74	Jablonec nad Nisou	2000-07-24
neuv.	s.r.o.	25417941	Preso s.r.o.	Nespecializovaný maloobchod; Pronájem a správa vlastních nebo pronajatých nemovitostí; Ostatní odborné, vědecké a technické činnosti	aktivní	ne	2000	Jablonec nad Nisou	46601	Ervín Žák	471;6820;74	Jablonec nad Nisou	2000-06-02
neuv.	s.r.o.	25417037	Aliamid s.r.o.	Destilace, rektifikace a míchaní lihovin; Nespecializovaný maloobchod; Silniční nákladní doprava; Ostatní odborné, vědecké a technické činnosti	aktivní	ne	2000	Jablonec nad Nisou	46601	Michal Duštíra	11010;471;49410;74	Jablonec nad Nisou	2000-05-11
neuv.	s.r.o.	25415476	SCS Jablonec, s.r.o.	Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný maloobchod; Pronájem a správa vlastních nebo pronajatých nemovitostí; Poradenství v oblasti podnikání a řízení podniků; Architektonické a inženýrské činnosti a související technické poradenství; Reklamní činnosti; Ostatní odborné, vědecké a technické činnosti	aktivní	ne	2000	Jablonec nad Nisou	46601	Jiří Sucharda	461;471;68201;702;711;731;74	Jablonec nad Nisou	2000-03-22
neuv.	s.r.o.	25412311	TOWER PRESS CZ, s.r.o.	Maloobchod s ostatním novým zbožím; Vydávání knih, novin a ostatní vydavatelské činnosti, kromě vydávání softwaru; Ostatní odborné, vědecké a technické činnosti	aktivní	ano	2000	Jablonec nad Nisou	46601	Petr Rajtar	47789;581;74	Jablonec nad Nisou	2000-01-13
neuv.	s.r.o.	25411667	IGETRA s.r.o.	Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost; Maloobchod s ostatním novým zbožím; Silniční nákladní doprava; Ostatní finanční činnosti, kromě pojišťování a penzijního financování; Poradenství v oblasti podnikání a řízení podniků; Ostatní odborné, vědecké a technické činnosti	aktivní	ano	1999	Jablonec nad Nisou	46601	David Koubovský	772;47789;49410;649;702;74	Jablonec nad Nisou	1999-12-16
neuv.	s.r.o.	25404997	PEUKER Strojírna, s.r.o.	Výroba zámků a kování; Nespecializovaný maloobchod	aktivní	ne	1999	Jablonec nad Nisou	46804	Radomír Hlades; Dušan Peuker	25620;471	Jablonec nad Nisou	1999-07-22
neuv.	s.r.o.	25400851	RESCATOR - CZECH s.r.o.	Nespecializovaný maloobchod; Ostatní odborné, vědecké a technické činnosti	aktivní	ne	1999	Jablonec nad Nisou	46602	Vít Picek; Stanislav Drápalík	471;74	Jablonec nad Nisou	1999-04-08
neuv.	s.r.o.	25287940	CB OKNA, s.r.o.	Nespecializovaný velkoobchod; Zprostředkování v oblasti nemovitostí	aktivní	ne	1998	Jablonec nad Nisou	46804	Jiřina Langrová	46900;68310	Jablonec nad Nisou	1998-04-30
neuv.	s.r.o.	25045440	Bohemia Neon, s.r.o.	Výroba skla a skleněných výrobků; Nespecializovaný maloobchod; Činnosti v oblasti pronájmu a leasingu	aktivní	ne	1998	Jablonec nad Nisou	46601	Renáta Smrčková	23190;47190;77	Jablonec nad Nisou	1998-12-07
neuv.	s.r.o.	25042661	ČEJKA PRECIS s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Výroba zámků a kování; Nespecializovaný maloobchod	aktivní	ne	1998			Ladislav Čejka	00;25620;471		1998-10-14
neuv.	s.r.o.	25041436	Zakázkový software spol. s r.o.	Počítačové programování, poradenství a související činnosti	aktivní	ano	1998	Jablonec nad Nisou	46601	Thomas Socha; Radek Bednář	620	Jablonec nad Nisou	1998-09-15
neuv.	s.r.o.	25039873	ČL - Perla s.r.o.	Nespecializovaný maloobchod; Velkoobchod; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost	aktivní	ne	1998	Jablonec nad Nisou	46601		47190;46;772	Jablonec nad Nisou	1998-08-04
neuv.	s.r.o.	25036360	GLASS TERRA spol. s r.o.	Nespecializovaný maloobchod	aktivní	ne	1998	Jablonec nad Nisou	46605	Pavel Kittel	471	Jablonec nad Nisou	1998-04-29
neuv.	s.r.o.	25036351	GLASS JET s.r.o.	Nespecializovaný maloobchod	aktivní						471	Jablonec nad Nisou	1998-04-29
neuv.	s.r.o.	25035819	HAKES, s.r.o.	Nespecializovaný maloobchod	aktivní	ne	1998	Jablonec nad Nisou	46604	Miroslav Kettner	471	Jablonec nad Nisou	1998-04-16
neuv.	s.r.o.	25030591	EKOOLYMPIA, s.r.o. v likvidaci	Ostatní odborné, vědecké a technické činnosti	aktivní						74	Jablonec nad Nisou	1997-12-23
neuv.	s.r.o.	25029746	AB GROUP s.r.o.	Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný maloobchod	aktivní	ano	1997	Jablonec nad Nisou	46604	David Bartel	461;47190	Jablonec nad Nisou	1997-12-12
neuv.	s.r.o.	25025902	WILDCAT, společnost s ručením omezeným	Výroba pletených a háčkovaných oděvů; Nespecializovaný maloobchod	aktivní	ne	1997	Jablonec nad Nisou	46605	Miroslav Vojtíšek	141;47190	Jablonec nad Nisou	1997-09-23
neuv.	s.r.o.	25024931	CENTAUREA, s.r.o., v likvidaci	Podpůrné činnosti pro zemědělství a posklizňové činnosti	aktivní	ne	1997	Jablonec nad Nisou	46604	Marek Halaxa	016	Jablonec nad Nisou	1997-09-02
neuv.	s.r.o.	25022083	Zajda & Consult s.r.o.	Nespecializovaný maloobchod; Účetnické a auditorské činnosti; daňové poradenství; Reklamní činnosti; Činnosti v oblasti sportu	aktivní	ano	1997	Jablonec nad Nisou	46804	Vladimír Zajíček; Monika Zajíčková	471;69200;731;931	Jablonec nad Nisou	1997-06-18
neuv.	s.r.o.	25021885	Jablonecká inženýrská a realitní společnost s.r.o.	Nespecializovaný maloobchod s převahou potravin, nápojů a tabákových výrobků; Ostatní odborné, vědecké a technické činnosti	aktivní	ne	1997	Jablonec nad Nisou	46601	Miloš Zahradník; Veronika Boudová	47110;74	Jablonec nad Nisou	1997-06-18
neuv.	s.r.o.	25020897	J & K Jablonec, spol. s r.o. v likvidaci	Nespecializovaný maloobchod s převahou potravin, nápojů a tabákových výrobků	aktivní	ne	1997	Jablonec nad Nisou	46604	Kamran Butt; Jiří Gabriel	47110	Jablonec nad Nisou	1997-02-10
neuv.	s.r.o.	25017071	PREM Jablonec nad Nisou, spol. s r.o.	Výroba ostatních strojů pro speciální účely j. n.; Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Nespecializovaný maloobchod s převahou potravin, nápojů a tabákových výrobků; Pátrací a bezpečnostní činnosti; Výroba kovových výrobků, kromě strojů a zařízení	aktivní	ne	1997	Jablonec nad Nisou	46605	Josef Hejkrlík	28990;461;46900;47110;80;25720	Jablonec nad Nisou	1997-03-06
neuv.	s.r.o.	25016849	PERRY s.r.o.	Nespecializovaný maloobchod s převahou potravin, nápojů a tabákových výrobků	aktivní	ne	1997			Milan Peřina; Pavel Peřina	47110		1997-02-28
neuv.	s.r.o.	25013611	K-ANTIK, s.r.o.	Výroba ostatních výrobků stavebního truhlářství a tesařství; Zprostředkování v oblasti velkoobchodu za provizi; Maloobchod s ostatním novým zbožím; Ostatní odborné, vědecké a technické činnosti; Umělecká tvorba a činnosti v oblasti scénických umění	aktivní	ne	1997	Jablonec nad Nisou	46601	Jan Kubík	16230;461;4778;74;90030	Jablonec nad Nisou	1997-01-02
neuv.	s.r.o.	25012096	EPOS CONSULTING s.r.o.	Účetnické a auditorské činnosti; daňové poradenství; Poradenství v oblasti podnikání a řízení podniků	aktivní	ne	1996	Jablonec nad Nisou	46801	Václav Doležal	69200;702	Jablonec nad Nisou	1996-11-20
neuv.	s.r.o.	25011804	REJMAN Automotive, s.r.o.	Sběr odpadů, zpracování odpadů k dalšímu využití a odstraňování odpadů; Opravy a údržba motorových vozidel, kromě motocyklů; Nespecializovaný maloobchod s převahou potravin, nápojů a tabákových výrobků; Pronájem a leasing osobních automobilů a lehkých motorových vozidel; Pronájem a leasing ostatních strojů, zařízení a hmotných statků	aktivní	ne	1996	Jablonec nad Nisou	46602	Jana Rejmanová	38;45200;47110;77110;773	Jablonec nad Nisou	1996-11-22
neuv.	s.r.o.	25008315	GAKONA s.r.o.	Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Nespecializovaný maloobchod s převahou potravin, nápojů a tabákových výrobků; Zprostředkování v oblasti nemovitostí	aktivní	ano	1996	Jablonec nad Nisou	46605	Karel Hušek	461;46900;47110;68310	Jablonec nad Nisou	1996-09-03
neuv.	s.r.o.	25007254	UNISONO, s.r.o.	Výroba kovových výrobků, kromě strojů a zařízení; Zprostředkování v oblasti velkoobchodu za provizi; Maloobchod; Nespecializovaný maloobchod s převahou potravin, nápojů a tabákových výrobků; Maloobchod s použitým zbožím; Ostatní odborné, vědecké a technické činnosti; Pátrací a bezpečnostní činnosti; Pátrací a bezpečnostní činnosti	aktivní	ne	1996	Jablonec nad Nisou	46602	Karel Maryško	25720;461;47;47110;47790;74;80;80200	Jablonec nad Nisou	1996-08-05
neuv.	s.r.o.	25005057	J.G.P. PATINA Corp.of N.Y.Imp.Exp., s.r.o.	Nespecializovaný maloobchod s převahou potravin, nápojů a tabákových výrobků	aktivní	ne	1996	Jablonec nad Nisou	46604	Jiri George Polak	47110	Jablonec nad Nisou	1996-06-19
neuv.	s.r.o.	25004450	BELLAS TOUR, spol. s r.o.	Činnosti cestovních agentur a cestovních kanceláří	aktivní	ne	1996	Jablonec nad Nisou	46801	Hana Hettiaratchi Sklenářová; Lucie Švihovcová	791	Jablonec nad Nisou	1996-06-05
neuv.	s.r.o.	25003682	ADL TRANS TG s.r.o.	Výroba kovových výrobků, kromě strojů a zařízení; Nespecializovaný maloobchod; Silniční nákladní doprava; Podpůrné činnosti pro dopravu; Úklidové činnosti; Opravy a údržba motorových vozidel, kromě motocyklů; Velkoobchod; Pronájem a správa vlastních nebo pronajatých nemovitostí; Výroba konstrukčních kovových výrobků	aktivní	ano	1996	Jablonec nad Nisou	46605	Libor Milota; David Nesvadba	257;471;49410;52290;812;45200;46;6820;251	Jablonec nad Nisou	1996-05-21
neuv.	s.r.o.	25003666	ZANO plus, s.r.o. v likvidaci	Nespecializovaný velkoobchod s potravinami, nápoji a tabákovými výrobky	aktivní	ne	1996	Jablonec nad Nisou	46801		46390	Jablonec nad Nisou	1996-05-20
neuv.	s.r.o.	25003151	BITALCAST s.r.o.	Odlévání kovů; Výroba nožířských výrobků; Výroba ostatních strojů a zařízení pro všeobecné účely j. n.; Zpracovatelský průmysl j. n.; Nespecializovaný velkoobchod; Počítačové programování, poradenství a související činnosti	aktivní	ne	1996	Jablonec nad Nisou	46604	Martin Bien	245;25610;28290;329;46900;62020	Jablonec nad Nisou	1996-05-09
neuv.	s.r.o.	25001892	NDivad s.r.o.	Výroba ostatních výrobků stavebního truhlářství a tesařství; Nespecializovaný maloobchod s převahou potravin, nápojů a tabákových výrobků	aktivní	ne	1996	Jablonec nad Nisou	46801	David Nesvadba	16230;47110	Jablonec nad Nisou	1996-04-01
neuv.	s.r.o.	24958506	Vybalancuj TO s.r.o.	Činnosti v oblasti zábavy a rekreace j. n.; Činnosti v oblasti sportu j. n.; Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Maloobchod; Velkoobchod; Činnosti reklamních agentur	aktivní	ne	2026	Jablonec nad Nisou	46602	Ondřej Tiwaz; Karolína Tiwaz	93290;93190;00;47;46;73110	Jablonec nad Nisou	2026-04-15
neuv.	s.r.o.	24926418	Dospělá neurologie MUDr. Dana Peprlová s.r.o.	Maloobchod; Ostatní vzdělávání; Poskytování osobních služeb; Velkoobchod	aktivní	ne	2026	Jablonec nad Nisou	46601	Dana Peprlová	47;855;96090;46	Jablonec nad Nisou	2026-04-07
neuv.	s.r.o.	24872652	STONEBROS, s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost; Výroba oděvů; Fotografické činnosti; Maloobchod s použitým zbožím; Skladování a podpůrné činnosti pro dopravu; Velkoobchod; Činnosti reklamních agentur; Maloobchod; Specializované návrhářské činnosti	aktivní	ne	2026	Jablonec nad Nisou	46601	Radek Čech	00;77290;14;74200;47790;52;46;73110;47;74100	Jablonec nad Nisou	2026-03-24
